date,topic,probability
05/01/00,teacher,0.018207161600047633
05/01/00,juice,0.0004892232209610872
05/01/00,orange,0.0004447483826918975
05/01/00,team,0.000355798706153518
05/01/00,math,0.000355798706153518
05/02/00,cancer,0.00045175606550907846
05/02/00,liver,0.00031527649409332037
05/02/00,prostate,0.00030851633742083406
05/02/00,hamster,0.00029951266938865436
05/02/00,test,0.00026376220423663863
05/03/00,onion,0.00034908046692223193
05/03/00,train,0.00021349717854347042
05/03/00,commute,0.00017454023346111596
05/03/00,tofu,0.00017454023346111596
05/03/00,curry,0.00017454023346111596
05/04/00,item,0.0003604090519668228
05/04/00,broker,0.0002619917212806301
05/04/00,camera,0.00025949451741611243
05/04/00,bath,0.0002306617932587666
05/04/00,resolution,0.00020182906910142076
05/05/00,defense,0.1489585106535722
05/05/00,tire,0.14567558816816903
05/05/00,child,0.00024371048722201066
05/05/00,yorker,0.00022702333531663638
05/05/00,street,0.0002015468636768452
05/06/00,song,0.0005575325487524675
05/06/00,balanchine,0.0004919404841933539
05/06/00,heggie,0.00045914445191379684
05/06/00,ballet,0.00042634841963424
05/06/00,club,0.00036075635507512615
05/07/00,story,0.00046417571179823363
05/07/00,zuckerman,0.00040087902382574724
05/07/00,phillips,0.0002531867518899456
05/07/00,writer,0.00021098895990828804
05/07/00,trilogy,0.00021098895990828804
05/08/00,defense,0.15045748927923952
05/08/00,book,0.0006477681854649554
05/08/00,author,0.000511395935893386
05/08/00,bookstore,0.00030683756153603156
05/08/00,race,0.00030683756153603156
05/09/00,teacher,0.017773392107925452
05/09/00,galaxy,0.00036459236653306124
05/09/00,prostate,0.00036459236653306124
05/09/00,trial,0.00022570003642522838
05/09/00,therapy,0.00022570003642522838
05/10/00,wine,0.00022427243781165777
05/10/00,cork,0.00019998135653763685
05/10/00,estorino,0.00018180123321603352
05/10/00,burgundy,0.0001524883305231654
05/10/00,screwpull,0.00014544098657282681
05/11/00,friedan,0.0004324399632057246
05/11/00,palm,0.0003659107380971516
05/11/00,travel,0.0003326461255428651
05/11/00,pocket,0.0002827492067114353
05/11/00,weill,0.00024948459415714884
05/12/00,artist,0.00018134967626370164
05/12/00,painting,0.00015544257965460136
05/12/00,johnson,0.00013160121280901123
05/12/00,gallery,0.00011451152921379414
05/12/00,show,0.00010791897015688378
05/13/00,francis,0.0005344394337594275
05/13/00,angel,0.00042755154700754194
05/13/00,opera,0.0002988457066657331
05/13/00,scene,0.0002988457066657331
05/13/00,virus,0.0002850343646716946
05/14/00,sydney,0.0002919147026824092
05/14/00,yak,0.00016008225630970832
05/14/00,harbor,0.00015066565299737253
05/14/00,beach,0.00014480231167718601
05/14/00,room,0.00012740626892824935
05/15/00,rate,0.0004335836296769003
05/15/00,economy,0.00036131969139741694
05/15/00,picture,0.00025292378397819183
05/15/00,reserve,0.00025292378397819183
05/15/00,market,0.00025292378397819183
05/16/00,drug,0.2665311121738558
05/16/00,bird,0.0004181619176906552
05/16/00,clot,0.0003501977286550455
05/16/00,heart,0.00033560615662775196
05/16/00,song,0.00021887358040940344
05/17/00,cruiser,0.00019026703798058134
05/17/00,judy,0.0001678826805711012
05/17/00,name,0.00014252255374025774
05/17/00,bay,0.00013430614445688097
05/17/00,seller,0.00013299095236228838
05/18/00,bath,0.0003273872259357382
05/18/00,week,0.0003040024240831855
05/18/00,broker,0.0003040024240831855
05/18/00,garofalo,0.0003040024240831855
05/18/00,tax,0.00028061762223063273
05/19/00,drug,0.26612917459162955
05/19/00,neill,0.00027621660779000347
05/19/00,ticket,0.00020992462192040266
05/19/00,sunday,0.00013258397173920167
05/19/00,saturday,0.00012153530742760153
05/20/00,mccartney,0.0005082492069427856
05/20/00,linda,0.0003886611582503655
05/20/00,paul,0.0003587641460772604
05/20/00,anthony,0.00029897012173105033
05/20/00,dance,0.00029897012173105033
05/21/00,tillman,0.0002226606734942749
05/21/00,week,0.00016493485085916076
05/21/00,pocket,7.422022449809163e-05
05/21/00,supremacy,7.422022449809163e-05
05/21/00,health,6.484713829906423e-05
05/22/00,com,0.0020585327107846708
05/22/00,congratulation,0.00040435463961841753
05/22/00,court,0.0002573165888394553
05/22/00,excavation,0.00022055707615550044
05/22/00,zeugma,0.00018379756346291706
05/23/00,oil,0.23449060509486647
05/23/00,bird,0.0003922471455721888
05/23/00,albatross,0.00028017653255156343
05/23/00,mouse,0.00028017653255156343
05/23/00,island,0.00024805765675172813
05/24/00,portrait,0.00026205100713155854
05/24/00,gallery,0.00022067453232131249
05/24/00,grapefruit,0.0001792980575110664
05/24/00,mesa,0.00015171374096417998
05/24/00,shrimp,0.00013496426896179208
05/25/00,news,0.0003238602927933861
05/25/00,molecule,0.0003109058810816506
05/25/00,artist,0.00020825913983741275
05/25/00,tenant,0.0002072705873877671
05/25/00,newspaper,0.00019431617567603165
05/26/00,philadelphia,0.00023589938578876712
05/26/00,city,0.00014014230838940375
05/26/00,gallery,0.00013043385948042767
05/26/00,art,0.00012391562878099322
05/26/00,artist,0.00012276127951099075
05/27/00,debate,0.45394089143989375
05/27/00,teacher,0.017628074520711683
05/27/00,audience,0.0005740883244254386
05/27/00,student,0.00041006308887531326
05/27/00,abortion,0.000382725549616959
05/28/00,harrington,0.00021413733363485416
05/28/00,kendall,0.0001557362426435303
05/28/00,kate,0.0001460027274783097
05/28/00,week,0.0001433141390425206
05/28/00,patterson,0.00013626921231308902
05/29/00,season,0.0009565074504988701
05/29/00,player,0.0007333223787158004
05/29/00,coach,0.0006376716336659134
05/29/00,outlook,0.0005420208886160263
05/29/00,team,0.0005348805350834109
05/30/00,oil,0.2357279759075581
05/30/00,myth,0.00046243721348245963
05/30/00,finocchio,0.00033912062322047034
05/30/00,tube,0.0002774623280894758
05/30/00,family,0.0002774623280894758
05/31/00,oil,0.2363280768825952
05/31/00,beaujolais,0.0005460895544009904
05/31/00,anchovy,0.00035837127007564996
05/31/00,butter,0.0002862751636556361
05/31/00,market,0.00021415396576191634
06/01/00,service,0.0005790000889028409
06/01/00,message,0.0003747351245713904
06/01/00,user,0.00035501222327815934
06/01/00,number,0.00031707147725631757
06/01/00,messaging,0.000276120618105235
06/02/00,oil,0.23660207769134153
06/02/00,teacher,0.017875874838082666
06/02/00,johnson,0.0001470262769024937
06/02/00,gallery,0.0001470262769024937
06/02/00,june,0.00013114297297120274
06/03/00,masur,0.00043514587086852254
06/03/00,mahler,0.00040406402294934234
06/03/00,botton,0.0003729821750301622
06/03/00,philosopher,0.000341900327110982
06/03/00,philosophy,0.000341900327110982
06/04/00,garden,0.00020464439527596338
06/04/00,gardener,0.00013452051254219587
06/04/00,whale,0.00013452051254219587
06/04/00,plant,9.495565591213826e-05
06/04/00,sea,9.102553940445225e-05
06/05/00,debate,0.4565212223457465
06/05/00,ruiz,0.0007064884108818548
06/05/00,cuban,0.0005679612714932559
06/05/00,friend,0.000554108557554396
06/05/00,valdes,0.0005125504157378162
06/06/00,cancer,0.0007558355540986252
06/06/00,sun,0.0004251574991804767
06/06/00,eva,0.0003779177770493126
06/06/00,pack,0.00030705819385256646
06/06/00,doctor,0.00028343833278698444
06/07/00,campaign,0.05730799466061106
06/07/00,tax,0.0004305426380322157
06/07/00,title,0.00026032810671715366
06/07/00,scientist,0.00025784675978390343
06/07/00,video,0.000157293021935476
06/08/00,font,0.0010027618387121568
06/08/00,site,0.000601657103227294
06/08/00,ashley,0.0005793735068114683
06/08/00,com,0.00034954856802721113
06/08/00,type,0.00031197034982155986
06/09/00,campaign,0.05743190044700586
06/09/00,bear,0.00022718120768691597
06/09/00,rezendes,0.00019620195209324562
06/09/00,film,0.00015284345559638096
06/09/00,movie,0.00014021545262371866
06/10/00,debate,0.4626283285589227
06/10/00,drug,0.26741414681096115
06/10/00,woman,0.0005906071238513789
06/10/00,statistic,0.0004607171215169476
06/10/00,data,0.00030714474767796503
06/11/00,debate,0.4612491669942898
06/11/00,proust,0.00020630930080472152
06/11/00,kosovo,0.0001866607959661766
06/11/00,balkan,0.0001670122911276317
06/11/00,jim,0.00015718803870835924
06/12/00,music,0.0008390244597295191
06/12/00,ballet,0.0008008869842872682
06/12/00,city,0.0004957871807492613
06/12/00,director,0.00045764970530701036
06/12/00,quinn,0.00041951222986475953
06/13/00,homocysteine,0.0003306293641181797
06/13/00,gilbert,0.0002909538404239981
06/13/00,book,0.000268076009362707
06/13/00,health,0.0001728788274910294
06/13/00,magnetism,0.00015870209477672628
06/14/00,liquid,0.0002620775912185288
06/14/00,chicken,0.0002537105558721507
06/14/00,sauce,0.00023961554346143952
06/14/00,cupcake,0.00018143833238205842
06/14/00,toque,0.00018143833238205842
06/15/00,receiver,0.00038658597837341614
06/15/00,signal,0.00038658597837341614
06/15/00,positioning,0.0003638456267043917
06/15/00,system,0.0003498200643029662
06/15/00,error,0.0003183649233663427
06/16/00,oil,0.23599143037818193
06/16/00,teacher,0.017821988336819906
06/16/00,gallery,0.00016267812519535514
06/16/00,painting,0.00016267812519535514
06/16/00,johnson,0.00015178681319238474
06/17/00,telephone,0.0002941146070302512
06/17/00,hall,0.00028780820341170953
06/17/00,company,0.0002768139595743587
06/17/00,ballet,0.00021568404515551754
06/17/00,bell,0.00021568404515551754
06/18/00,marx,0.00023405150276121334
06/18/00,groucho,0.0002153273825403163
06/18/00,theroux,0.00014043090165672805
06/18/00,kanfer,0.00013106884154627947
06/18/00,mask,0.00010298266121493388
06/19/00,debate,0.4583899253852349
06/19/00,clinton,0.00043833319045920787
06/19/00,magazine,0.0003798887650646468
06/19/00,eisenhower,0.0003798887650646468
06/19/00,baptist,0.0003506665523673663
06/20/00,disorder,0.0004316664608380817
06/20/00,attention,0.0002458474805975123
06/20/00,hyperactivity,0.00020783940707018748
06/20/00,bacteria,0.00019185176037248076
06/20/00,deficit,0.00017879816770590093
06/21/00,oil,0.23682297485861203
06/21/00,bean,0.0005625240906638817
06/21/00,sea,0.0004218930679979113
06/21/00,minute,0.00016340660595349626
06/21/00,vichyssoise,0.00015625669185107826
06/22/00,defense,0.1482635349925488
06/22/00,campaign,0.05722357401878479
06/22/00,robot,0.0005265131359989501
06/22/00,slave,0.0005265131359989501
06/22/00,park,0.0003520254942212766
06/23/00,los,0.00018316378727498334
06/23/00,ticket,0.00018040026312544084
06/23/00,angeles,0.00017483816058066595
06/23/00,reservation,0.00014986128049771365
06/23/00,museum,0.00013583709831640976
06/24/00,oil,0.23776972308561162
06/24/00,dennis,0.00015845189071097675
06/24/00,play,0.00015845189071097675
06/24/00,yen,0.00013581590632369438
