date,topic,probability
05/01/00,debate,0.4574916260897654
05/01/00,oil,0.23503554531263757
05/01/00,bush,0.019999226318050508
05/01/00,teacher,0.017764288055749755
05/01/00,patent,9.605069268064748e-05
05/02/00,defense,0.1494851979565115
05/02/00,tire,0.1461575111277147
05/02/00,judge,0.1005253816676749
05/02/00,campaign,0.05770385606532526
05/02/00,gore,0.0018670776769562007
05/03/00,school,0.00014530079570266436
05/03/00,company,0.00011490642064168015
05/03/00,grain,8.690067139938932e-05
05/03/00,paradise,7.570056760440567e-05
05/03/00,student,7.452839129848076e-05
05/04/00,school,7.207660641377929e-05
05/04/00,company,6.809928572621008e-05
05/04/00,customer,6.43154387352671e-05
05/04/00,game,6.281061697231427e-05
05/04/00,book,6.067172426562573e-05
05/05/00,debate,0.45421541647128166
05/05/00,drug,0.26226405601634234
05/05/00,doughnut,0.005876249431942847
05/05/00,street,0.00017263677669207504
05/05/00,tomorrow,0.00010058223459403865
05/06/00,debate,0.4538042899891827
05/06/00,oil,0.23314829067865658
05/06/00,bush,0.01984468380209673
05/06/00,teacher,0.017695088648962336
05/06/00,school,0.00010785579939971296
05/07/00,defense,0.14849364599895215
05/07/00,judge,0.09985001607145837
05/07/00,campaign,0.057314039665030875
05/07/00,gore,0.001824792572752205
05/07/00,july,0.00014120141055716976
05/08/00,defense,0.1486428336479538
05/08/00,judge,0.09995419659433509
05/08/00,campaign,0.05739052186954439
05/08/00,gore,0.001863357461120129
05/08/00,company,9.283139626443571e-05
05/09/00,defense,0.14851822200924575
05/09/00,judge,0.09988772808611454
05/09/00,campaign,0.05733852634865729
05/09/00,gore,0.001850261968298953
05/09/00,pill,9.711882022168047e-05
05/10/00,defense,0.14943533742349413
05/10/00,judge,0.1005067983333858
05/10/00,campaign,0.057684205916603976
05/10/00,gore,0.0018486801068757332
05/10/00,county,8.837584498202996e-05
05/11/00,debate,0.45654563310908963
05/11/00,oil,0.23455336294155302
05/11/00,bush,0.019953096718536813
05/11/00,teacher,0.01771663056648401
05/11/00,software,8.704802335741887e-05
05/12/00,debate,0.45405614588844373
05/12/00,street,0.00012352495065983597
05/12/00,art,7.639720491477794e-05
05/12/00,tomorrow,7.462889009635425e-05
05/12/00,ticket,7.054918168315663e-05
05/13/00,defense,0.14855035401768246
05/13/00,judge,0.0999052861578174
05/13/00,campaign,0.05735112681418625
05/13/00,gore,0.0019008400695889054
05/13/00,gun,0.00011808449048869713
05/14/00,defense,0.1483722411983506
05/14/00,judge,0.09978652613698599
05/14/00,campaign,0.057289397782011774
05/14/00,samaha,0.00012072051964625377
05/14/00,blair,9.900589264495709e-05
05/15/00,defense,0.14925152979220851
05/15/00,judge,0.1003624658941212
05/15/00,campaign,0.05766966845933541
05/15/00,gore,0.0019429176966239308
05/15/00,company,9.771113218780915e-05
05/16/00,defense,0.14879465680039342
05/16/00,tire,0.14550497781566957
05/16/00,judge,0.10005061641260098
05/16/00,campaign,0.057451007499650764
05/16/00,gore,0.001877413642076244
05/17/00,defense,0.14987625809444796
05/17/00,tire,0.14666322762560363
05/17/00,judge,0.10080056537960008
05/17/00,campaign,0.05785880488834971
05/17/00,gore,0.0018423229370739852
05/18/00,game,0.00011152282211832915
05/18/00,pope,8.848573085833315e-05
05/18/00,garden,6.599562252127348e-05
05/18/00,service,6.030333693535605e-05
05/18/00,internet,5.370124936180399e-05
05/19/00,debate,0.45397947988862075
05/19/00,tomorrow,9.985368506386673e-05
05/19/00,china,9.130514084975983e-05
05/19/00,street,8.473251351659898e-05
05/19/00,sunday,7.879727627629218e-05
05/20/00,school,0.00011859445348291247
05/20/00,fire,8.717389521708087e-05
05/20/00,court,8.464742172626883e-05
05/20/00,child,8.055759135519929e-05
05/20/00,film,7.964583754720053e-05
05/21/00,defense,0.14917492256701784
05/21/00,tire,0.14588606709321986
